编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"2487","JLTH00612815","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","澳鑫来克疣膏20","","通货","日化品","详情","20g","200","200","0.000281736","0","0","6.00","0.40","0.48","0.00","4.00","Shopee：199.00Lazada：199.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：36.51Lazada：36.51","2.00","","ลอกหูดตาปลา 去疣鸡眼 ครีมลอกหูดตาปลา 去疣鸡眼膏","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-03-02 11:49:40","2025-06-10 16:09:28","undefined","undefined","undefined"
"2486","JLTH00612814","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","臻羞抚痕平滑精华霜50g","","通货","日化品","详情","50g","196","196","0.000234","0","0","5.00","0.54","0.40","5.94","4.00","Shopee：169.00","Shopee：149.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：24.15","2.00","","妊娠纹霜 ครีมทารอยแตกลาย 修复腿纹霜 ครีมซ่อมแซมขาลาย 祛疤膏 ครีมลบรอยแผลเป็น","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-03-02 11:49:40","2025-06-10 16:09:28","undefined","undefined","undefined"
"2485","JLTH00612813","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","瘙痒宁抑菌膏20g","","通货","日化品","详情","20g","400","400","0.00017342","0","0","1.50","0.45","0.31","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-03-02 11:49:40","2025-06-10 16:09:28","undefined","undefined","undefined"
"2480","697JLYF006612","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON芦荟胶","","自主品牌","未分类","自主品牌","40g","240","10000","0.000169866666666667","","","1.00","0.30","0.31","1.61","4.00","Lazada：10","Lazada：0","Shopee：涂守鸿Lazada：黄荣宽","Lazada：-5.48","2.00","","","赠品","暂无产品素材","礼品","","否","undefined","100","显示","undefined","2023-02-10 15:49:52","2025-06-10 16:09:28","undefined","undefined","undefined"
"2336","JLTH00612811","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","O-ZONE/欧志姆香草薄荷牙膏100g","","通货","日化品","详情","100g","36","36","0.00064458333333333","0","0","7.00","0.40","1.16","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
"2335","JLTH00612812","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","小分子熬夜急救精华露30ml","","通货","日化品","详情","30ml","176","176","0.000236808","0","0","4.00","0.47","0.43","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
"2334","JLTH00612801","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","腋下美白霜50g","","通货","日化品","详情","50g","144","144","0.000473616","0","0","1.70","0.35","0.85","2.90","4.00","Shopee：179.00","Shopee：169.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.34","2.00","","美白霜 ครีมทาผิว 腋下去黑霜 ครีมแก้รักแร้ดำ 私处美白霜 ครีมทาที่ลับขาว","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
"2333","JLTH00612799","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","梵飞丝维A醇精华液30ml","","通货","日化品","详情","30ml","144","144","0.00017","0","0","1.15","0.35","0.31","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
"2332","JLTH00612798","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","梵飞丝VC凝颜精华液30ml","","通货","日化品","详情","30ml","144","144","0.00017","0","0","1.15","0.35","0.31","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
"2331","JLTH00612810","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","75度酒精湿巾酒精湿巾-80片装","","通货","日化品","详情","酒精湿巾-80片装","72","72","0.0013","0","0","1.44","1.28","2.34","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-01-09 11:11:57","2025-06-10 16:09:28","undefined","undefined","undefined"
