编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"5291","697JLYF006671","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON维 C 美白霜","","自主品牌","日化品","自主品牌","50g","144","5000","0.00040993333333","0","0","5.20","0.30","0.70","6.20","4.00","Shopee：190.00Lazada：190.00","Shopee：180.00Lazada：180.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：28.38Lazada：28.38","2.00","","维C美白霜 ครีมวิตมิน C ทาผิวขาว 美白亮肤 ปรับให้ผิวขาวกระจ่างใส 抑制黑色素 ลดการเกิดเม็ดสีเมลามิน","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-08-06 10:04:35","2025-06-10 16:06:32","undefined","undefined","undefined"
"5290","697JLYF006656","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON烟酰胺熊果苷身体乳","","自主品牌","日化品","自主品牌","300g","60","10000","0.0011329066666667","0","0","4.09","0.30","1.93","6.32","4.00","Shopee：210.00Lazada：210.00","Shopee：200.00Lazada：200.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：32.53Lazada：32.53","2.00","","美白身体乳 โลชั่นทาผิวขาว 去角质 ผลัดเซลล์ผิว 减少黑色素 ลดเม็ดสีเมลามิน","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-08-06 10:04:35","2025-06-10 16:06:32","undefined","undefined","undefined"
"5289","697JLYF006662","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON视黄醇精华柔滑眼霜","","自主品牌","日化品","自主品牌","35g","96","5000","0.00028776041666667","0","0","4.28","0.30","0.49","5.07","4.00","Shopee：190.00Lazada：190.00","Shopee：180.00Lazada：180.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.51Lazada：29.51","2.00","Lazada套餐：与697JLYF006661搭配买一送一套餐 ","视黄醇眼霜 เรตินอลอายครีม 减少细纹 ลดเลือนริ้วรอย 去黑眼圈眼袋 ลดขอบตาดำถุงใต้ตา","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-08-06 10:04:35","2025-06-10 16:06:32","undefined","undefined","undefined"
"5288","697JLYF006668","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON竹炭撕拉式黑面膜","","自主品牌","日化品","自主品牌","60g","192","5000","0.00024375","0","0","2.59","0.30","0.41","3.30","4.00","Shopee：180.00Lazada：170.00","Shopee：170.00Lazada：160.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.15Lazada：27.01","2.00","","去黑头面膜 มาร์กลอกสิวหัวดำ 深层去黑头 ลอกสิวหัวดำอย่างล้ำลึก 收缩毛孔 กระชับรูขุมขน","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-08-06 10:04:35","2025-06-10 16:06:32","undefined","undefined","undefined"
"5287","697JLYF006665","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON摩洛哥坚果油柔顺洁净洗发水","","自主品牌","日化品","自主品牌","500ml","36","10000","0.0016395166666667","0","0","6.95","0.30","2.79","10.04","4.00","Shopee：230.00Lazada：210.00","Shopee：220.00Lazada：200.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：33.09Lazada：28.81","2.00","","控油去屑洗发水 ยาสระผมคุมน้ำมันขจัดรังแค 柔顺洗发水 แชมพูผมนุ่มลื่น 修复毛躁受损 ซ่อมแซมผมชี้ฟูเสียหาย","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-08-06 10:04:35","2025-06-10 16:06:32","undefined","undefined","undefined"
"4556","JLTH00612880","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","儿童防晒喷雾","","通货","日化品","详情","150ml","108","108","0.00064906111111111","0","0","6.30","0.60","1.10","8.00","4.00","Shopee：288.00Lazada：288.00","Shopee：278.00Lazada：278.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：47.52Lazada：47.52","2.00","","儿童防晒喷雾  สเปรย์กันแดดของเด็ก 持久防晒  กันแดดได้นาน 美白防晒  กันแดดผิวขาว","二代","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4555","JLTH00612879","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","皇家婴童儿童防晒霜圆防晒SPF40PA+++","","通货","日化品","详情","圆防晒SPF40PA+++","120","120","0.0003451825","0","0","8.60","0.78","0.59","9.97","4.00","Shopee：249.00Lazada：198.00","Shopee：239.00Lazada：188.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：37.22Lazada：26.32","2.00","","儿童防晒喷霜  ครีมกันแดดของเด็ก 持久防晒  กันแดดได้นาน 美白防晒  กันแดดผิวขาว","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4554","JLTH00612878","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","【利贝婴儿】倍护防皴霜50g（补水锁水，倍润防皴）","","通货","日化品","详情","50g","105","105","0.0003020875","0","0","7.20","0.30","0.51","8.01","4.00","Shopee：268.00Lazada：228.00","Shopee：258.00Lazada：208.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：43.23Lazada：34.69","2.00","","婴儿润肤乳霜  ครีมบำรุงผิวเด็กให้ความชุ่มชื้น 防干裂保湿  ให้ความชุ่มชื้นป้องกันผิวแห้งแตก 儿童皮疹霜  ครีมทาผดผื่นสำหรับเด็ก","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4553","JLTH00612877","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","黄糖去角质凝胶150mL","","通货","日化品","详情","150ml","80","80","0.0004021875","0","0","3.20","0.70","0.68","4.58","4.00","Shopee：180.00Lazada：199.00","Shopee：170Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.87Lazada：31.93","2.00","","去角质凝胶  เจลผลัดล์เซลล์ผิว 面部磨砂膏  สครับขัดหน้า 紧致毛孔  กระชับรูขุมขน","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4552","JLTH00612884","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","明澄雅美白沐浴露300ml瓶","","通货","日化品","详情","明澄雅美白沐浴露300ml瓶","36","36","0.0014775428571429","0","0","3.90","0.55","2.51","6.96","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.2Lazada：27.2","2.00","","美白沐浴露  ครีมอาบน้ำผิวขาว 快速美白  เร่งผิวขาว 美白去黑  ไวท์ผิวแก้ผิวดำ","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
