编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"3158","JLTH00612850","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","婴儿爽身粉玉米痱子粉140g婴童玉米爽身粉（紫色）","","通货","日化品","详情","140g婴童玉米爽身粉（紫色）","","0","0.000715","0","0","5.50","0.52","1.22","7.24","4.00","Shopee：195.00Lazada：195.00","Shopee：185.00Lazada：185.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：28.41Lazada：28.41","2.00","","婴儿爽身粉  แป้งเด็ก 痱子粉  แป้งเด็กทาผด 祛痱粉  แป้งเด็กกำจัดผด","爽身粉 痱子粉","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3157","JLTH00612849","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","儿童面霜50g开咪猫润肤霜（黄色）","","通货","日化品","详情","50g开咪猫润肤霜（黄色）","","0","0.00120835","0","0","5.99","0.40","2.05","8.44","4.00","Shopee：189.00Lazada：189.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：25.93Lazada：25.93","2.00","","儿童面霜   ครีมทาหน้าเด็ก 润肤霜  ครีมทาผิวให้ความชุ่มชื้น 减少干燥起皮  แก้ผิวแห้งหนังลอก","面部润肤、皮肤干裂保湿","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3156","JLTH00612854","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","大头鸟婴幼儿口腔清洁喷雾草莓味-备护型","","通货","日化品","详情","草莓味-备护型","100","100","0.00048672","0","0","4.50","0.40","0.83","5.73","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：28.43Lazada：28.43","2.00","","幼儿口腔清洁喷雾  สเปรย์ฉีดปากของเด็กเล็ก 防蛀喷雾  สเปรย์ฉีดปากป้องกันฟันผุ 清新口气喷雾  สเปรย์ฉีดปากให้ลมหายใจสดชื่น","儿童龋齿、蛀牙、黄牙、抑制牙菌斑、结石","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3155","JLTH00612848","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","大头鸟儿童清爽洁净洗发沐浴露1000ml","","通货","日化品","详情","1000ml","","0","0.0033124","0","0","12.50","1.85","5.63","19.98","4.00","Shopee：298.00Lazada：298.00","Shopee：288.00Lazada：288.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：37.67Lazada：37.67","2.00","","儿童洗发沐浴露2合1  เจลอาบน้ำสระผม 2 ใน 1 防细菌沐浴露   เจลอาบน้ำป้องกันแบคทีเรีย 止痒洗发沐浴露  เจลอาบน้ำสระผมแก้คัน","母婴童无刺激柔和美白去屑洗发沐浴二合一","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3154","JLTH00612847","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","大头鸟溶菌酶儿童健齿牙膏溶菌酶牙膏200g","","通货","日化品","详情","溶菌酶牙膏200g","","0","0.0009009","0","0","6.50","0.80","1.53","8.83","4.00","Shopee：198.00Lazada：198.00","Shopee：188.00Lazada：188.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.46Lazada：27.46","2.00","","儿童牙膏  ยาสีฟันเด็ก 儿童防蛀牙膏  ยาสีฟันเด็กป้องกันฟันผุ 去除黄牙黑牙牙膏  ยาสีฟันขจัดคราบฟันเหลืองคราบฟันดำ","溶菌酶、美白、黄牙、牙菌斑、龋齿牙膏","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3153","JLTH00612846","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","大头鸟儿童益生菌皓齿牙膏草莓味","","通货","日化品","详情","草莓味","","0","0.00058933333333333","0","0","4.40","0.50","1.00","5.90","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：28.26Lazada：28.26","2.00","","儿童牙膏不含氟   ยาสีฟันเด็กไม่มีฟลูออรีน 儿童防蛀牙膏  ยาสีฟันเด็กป้องกันฟันผุ 护龈牙膏  ยาสีฟันแก้เหงือกอักเสบ","溶菌酶、美白、黄牙、牙菌斑、龋齿牙膏","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3152","JLTH00612845","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","大头鸟婴幼儿奥拉氟儿童牙膏蜜桃味","","通货","日化品","详情","蜜桃味","","0","0.00040213333333333","0","0","5.50","0.40","0.68","6.58","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.58Lazada：27.58","2.00","","儿童防蛀牙膏  ยาสีฟันเด็กป้องกันฟันผุ 减少牙菌斑   ลดคราบพลัค 清新口气  ปรับให้ลมหายใจสดชื่น","无氟、美白、黄牙、牙菌斑、龋齿牙膏","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3042","JLTH00612839","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","补骨脂白斑抑菌液豫宁美-白斑保健膏30g","","通货","日化品","详情","30g","180","180","0.000196625","0","0","2.90","0.58","0.33","0.00","4.00","Shopee：179.00Lazada：179.00","Shopee：159.00Lazada：159.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：32.24Lazada：32.24","2.00","","白斑膏   ครีมทาด่างขาว 永久去白斑   กำจัดด่างขาวถาวร 治疗白癫膏  ครีมรักษาด่างขาว","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-09-14 13:22:23","2025-06-10 16:08:48","undefined","undefined","undefined"
"3041","JLTH00612837","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","疣优肤平瘊子去尤点痣膏优肤平膏","","通货","日化品","详情","20g","400","400","0.00020475","0","0","2.50","0.58","0.35","0.00","4.00","Shopee：179.00Lazada：179.00","Shopee：159.00Lazada：159.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：32.24Lazada：32.24","2.00","","点痣膏   ครีมจี้ไฝ 去疣膏  ครีมลอกหูด 去除各种疣   ลอกหูดทุกชนิด","去疣 祛痣","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-09-14 13:22:23","2025-06-10 16:08:48","undefined","undefined","undefined"
"3040","JLTH00612836","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","点痣膏20g","","通货","日化品","详情","20g","216","216","0.0001570231","0","0","2.00","0.58","0.27","0.00","4.00","Shopee：149.00Lazada：119.00","Shopee：139.00Lazada：109.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：25.83Lazada：19.41","2.00","","点痣膏  ครีมจี้ไฝ 去除肉赘  กำจัดติ่งเนื้อ 去除各种疣  ลอกหูดทุกชนิด","祛痣","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-09-14 13:22:23","2025-06-10 16:08:48","undefined","undefined","undefined"
