编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"379","JLTH00612684","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","腋窝提亮霜腋下提亮60ml","","通货","未分类","详情","腋窝提亮霜腋下提亮60ml","192","192","0.0004522375","","","7.41","0.48","0.81","8.70","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-12.57Lazada：-12.57","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"373","JLTH00612682","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","积雪草海盐洗发膏200g","","通货","日化品","详情","海盐洗发膏200g","","0","0.00060516","","","4.56","0.65","1.09","6.30","4.00","Shopee：79.00Lazada：79.00","Shopee：79.00Lazada：79.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：4.58Lazada：4.58","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"371","JLTH00612676","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","芊语蔲何首乌精华液100ml","","通货","日化品","详情","100ml","118","118","0.0005681","0","0","5.50","0.40","1.02","0.00","4.00","Lazada：150.00","Lazada：140.00","Shopee：涂守鸿Lazada：黄荣宽","Lazada：26.04","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"370","JLTH00612675","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","水疗护发素200ml","","通货","日化品","详情","200ml奥兰诺氨基酸发膜","","0","0.0004418","","","3.50","0.72","0.80","5.02","4.00","Shopee：79.00Lazada：79.00","Shopee：79.00Lazada：79.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：5.86Lazada：5.86","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"369","JLTH00612674","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","绵羊油 面霜140g","","通货","未分类","详情","奥兰诺绵羊油","140","140","0.000445536","","","2.30","0.72","0.80","3.82","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-7.69Lazada：-7.69","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"367","JLTH00612672","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","奥兰诺磨砂膏200ml","","通货","日化品","详情","奥兰诺石榴籽磨砂膏","","0","0.0004418","","","3.50","0.70","0.80","5.00","4.00","Shopee：79.00Lazada：79.00","Shopee：79.00Lazada：79.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：5.88Lazada：5.88","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"365","JLTH00612665","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","去屑滋养洗发水500","","通货","日化品","详情","去屑滋养洗发水500","","0","0.002","","","6.60","1.50","3.60","11.70","4.00","Shopee：109.00Lazada：109.00","Shopee：109.00Lazada：109.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：5.58Lazada：5.58","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"334","JLTH00612656","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","舒缓喷雾","","通货","未分类","详情","舒缓喷雾","没有固定规格箱","0","0.000434343","","","3.20","0.50","0.78","4.48","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-8.35Lazada：-8.35","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:48:12","2025-06-10 16:10:15","undefined","undefined","undefined"
"333","JLTH00612652","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","足部精油30ml","","通货","未分类","详情","足部精油30ml","198","198","0.000315779381443299","","","6.00","0.45","0.57","7.02","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-10.89Lazada：-10.89","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:48:12","2025-06-10 16:10:15","undefined","undefined","undefined"
"326","JLTH00612642","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","乳木果磨砂膏250g","","通货","日化品","详情","250g","60","60","0.00124098","0","0","5.20","0.30","2.11","7.61","4.00","Shopee：189.00Lazada：189.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：26.76Lazada：26.76","2.00","","去鸡皮磨砂膏 สครับลดผิวหนังไก่ 美白磨砂膏 สครับผิวขาว 去角质 ผลัดเซลล์ผิว","","暂无产品素材","正常备货","","否","undefined","95","显示","undefined","2021-12-01 13:48:12","2025-06-10 16:10:15","undefined","undefined","undefined"
