编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"7370","121-JLID00-468 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","東京制药戒烟贴40贴/盒","","通货","日化品","详情","40贴/盒","200","200","0.00081683333333333","0","0","5.10","0.30","2.16","7.56","4.00","Shopee：98000Lazada：98000","Shopee：88000Lazada：88000","Shopee：涂守鸿Lazada：尧敏知","Shopee：28.07Lazada：28.07","2.00","","戒烟贴 Anti Smoke Patch 戒烟药贴KOYO STOP SMOKING 戒烟护理 TERAPI BERHENTI MEROKOK ","戒烟","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-05-05 16:45:49","2025-06-10 16:02:32","undefined","undefined","undefined"
"7369","121-JLID00-466 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","关节止痛喷雾","","通货","日化品","详情","30ml","200","200","0.000794976","0","0","2.50","0.35","2.11","4.96","4.00","Shopee：89000Lazada：89000","Shopee：79000Lazada：79000","Shopee：涂守鸿Lazada：尧敏知","Shopee：26.85Lazada：26.85","2.00","","止痛喷雾，Semprotan Pereda Nyeri   关节疼痛喷雾 spray semprotan sakit sendi  关节疼痛Nyeri Sendi   腰椎痛喷雾 lumbar pain Spray 腰部疼痛喷雾 semprotan Sakit Pinggang ","关节肿痛 风湿","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-05-05 16:45:49","2025-06-10 16:02:32","undefined","undefined","undefined"
"7362","121-JLID00-460 新品上","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","身体美白椰子油","","通货","日化品","详情","100ml","120","120","0.00063136666666667","0","0","4.20","1.13","1.67","7.00","4.00","Shopee：95000Lazada：95000","Shopee：85000Lazada：85000","Shopee：涂守鸿Lazada：尧敏知","Shopee：27.36Lazada：27.36","2.00","","身体椰子油 Coconut Oil Body Oil 全身按摩精油 Oil Full Body Massage  护肤基底油 Base Oil Skincare 面部身体精华护理 Skincare Essence for Face and Body ","身体护理油 私处美白、皮肤美白、保湿嫩肤","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7361","121-JLID00-467 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","5%米诺地尔头皮精华水30ml","","通货","日化品","详情","30ml","144","144","0.00022840277777778","0","0","1.90","0.32","0.61","2.83","4.00","Shopee：88000Lazada：88000","Shopee：78000Lazada：78000","Shopee：涂守鸿Lazada：尧敏知","Shopee：28.55Lazada：28.55","2.00","","5% 米诺地尔 5% Minoxidil     5% 米诺地尔 生发精华 Minoxidil 5% hair growth serum   防脱发 anti hair loss   快速生发 fast hair growth  最佳头皮护理best scalp care   生发精华 serum penumbuh rambut  生发喷剂 spray tonik rambut","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7360","121-JLID00-477 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","Hair growth pray长发洗剂喷雾120ml","","通货","日化品","详情","120ml","144","144","0.0006188","0","0","5.80","0.48","1.64","7.92","4.00","Shopee：99000Lazada：99000","Shopee：89000Lazada：89000","Shopee：涂守鸿Lazada：尧敏知","Shopee：28.14Lazada：28.14","2.00","","生发喷雾 Hair growth spray  生发喷剂 semprotan penumbuh rambut 头发生长penumbuh rambut  头发补剂 tonik rambut","生发 育发 养发","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7359","121-JLID00-463 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","静脉修护霜","","通货","日化品","详情","20g","400","400","0.00027232725","0","0","3.00","0.30","0.72","4.02","4.00","Shopee：86000Lazada：86000","Shopee：76000Lazada：76000","Shopee：涂守鸿Lazada：尧敏知","Shopee：26.52Lazada：26.52","2.00","","静脉曲张霜 Cream Vena Varises    曲张静脉 Vena Varises","静脉曲张","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7358","121-JLID00-473 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","SIKM黄金蛇油膏皲裂膏","","通货","日化品","详情","120g","120","120","0.00042947666666667","0","0","2.90","6.50","1.14","10.54","4.00","Shopee：109000Lazada：109000","Shopee：99000Lazada：99000","Shopee：涂守鸿Lazada：尧敏知","Shopee：29.77Lazada：29.77","2.00","","足霜 Krim Kaki   防裂霜 Krim kulit Pecah-Pecah  手脚修复霜 Krim  Tangan&Kaki Pecah-Pecah  适用于皮肤干燥粗糙皲裂 untuk kulit kering kasar dan pecah-pecah","手脚皮肤龟裂","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7357","121-JLID00-472 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","儿童防晒喷雾","","通货","日化品","详情","150ml","108","108","0.00068216296296296","0","0","6.30","0.65","1.81","8.76","4.00","Shopee：109000Lazada：109000","Shopee：99000Lazada：99000","Shopee：涂守鸿Lazada：尧敏知","Shopee：31.55Lazada：31.55","2.00","","防晒喷雾semprotan tabir surya  儿童防晒喷雾 spray sunscreen bayi  儿童防晒 Sunscreen Anak Spf50+ PA+++  婴儿防晒霜 Sunscreen baby","儿童防晒","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7356","121-JLID00-471 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","斑秃护理膏20g","","通货","日化品","详情","20g","400","400","0.0002808","0","0","2.80","0.80","0.74","4.34","4.00","Shopee：93000Lazada：93000","Shopee：83000Lazada：83000","Shopee：涂守鸿Lazada：尧敏知","Shopee：29.17Lazada：29.17","2.00","","头皮护理 Head Skin Care    头发护理膏  Cream Hair Care 消除斑秃药 Obat Penghilang Botak Koin  Obat Pitak 斑秃药  防斑秃霜krim anti botak ","生发育发 治疗斑秃 脱发","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7355","121-JLID00-464 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","黑膏药泰国前列腺贴","","通货","日化品","详情","10贴/盒","250","250","0.0006988904","0","0","1.40","0.40","1.85","3.65","4.00","Shopee：95000Lazada：95000","Shopee：85000Lazada：85000","Shopee：涂守鸿Lazada：尧敏知","Shopee：30.71Lazada：30.71","2.00","","泰国前列腺贴 Thai Prostate Stickers   男性前列腺贴 Prostate Patch Male  尿急尿频尿不尽 Frequent Urine Can't Urine End  尿痛肚脐贴 Urine Pain Belly Button Patch    ","男性前列腺炎","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-28 13:37:51","2025-06-10 16:02:32","undefined","undefined","undefined"
"7245","697JLYF006684 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","痔疮膏","","自主品牌","日化品","自主品牌","20g","300","3000","0.000333476","0","0","3.50","0.30","0.88","4.68","4.00","Shopee：95000Lazada：95000","Shopee：85000Lazada：85000","Shopee：涂守鸿Lazada：尧敏知","Shopee：29.68Lazada：29.68","2.00","","痔疮霜krim ambeien  痔疮膏 salep wasir  痔疮肿块Benjolan Ambeyen","痔疮","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-07 11:47:11","2025-06-10 16:02:32","undefined","undefined","undefined"
"7244","697JLYF006675 新品","印度尼西亚","印尼三仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","LYDIMOON除疤凝露","","自主品牌","日化品","自主品牌","20g","144","5000","0.000246675","0","0","2.10","0.30","0.65","3.05","4.00","Shopee：93000Lazada：93000","Shopee：83000Lazada：83000","Shopee：涂守鸿Lazada：尧敏知","Shopee：30.46Lazada：30.46","2.00","","祛疤凝胶 gel penghilang bekas luka 祛疤霜 krim bekas luka 疙瘩瘢痕 keloid  手术疤痕 bekas ceasar  缝合疤痕 bekas jahitan","疤痕膏","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2025-04-07 11:47:11","2025-06-10 16:02:32","undefined","undefined","undefined"
